species,DateOfObs,method,observer,AliveorDea,DOR,air_temp_f,sub_temp_f,body_temp_,pit,pit_id,weight_g,length_cm,sex,age,recapture,num_subcau,num_rattle,SFD,DNA,notes,,
Great Basin Rattlesnake,7/1/2020,active search,NS,alive,no,0,0,0,yes,3D6.1533C70138,139,57,male,juv,no,20,3,no,no,Found at entrance to hole under rock. While tracking 642. 642 crawled over this snake to get into hole. 3 rattles not including button tip. 20 subcaudals.,,
Great Basin Rattlesnake,5/25/2020,active search,NS,alive,no,0,0,0,yes,3D6.1D59ABD1DO,135,53,male,juv,no,,,no,no, ,,
Great Basin Rattlesnake,9/28/2020,active search,NS,alive,no,0,0,0,yes,3D6.1D59A008D8,102,54,male,juv,no,20,6,no,no,20 subcaudals. 6 rattles.,,
Great Basin Rattlesnake,7/29/2020,active search,NS,alive,no,0,0,0,yes,3D6.1533C70113,61,43,male,juv,no,23,4,no,no,4 rattles. 23 subcaudals.,,
Great Basin Rattlesnake,5/14/2020,active search,CF,alive,no,0,0,0,yes,3D6.1D59804830,239,58,unknown,adult,no,,,no,no, ,,
Great Basin Rattlesnake,6/8/2020,active search,NS,alive,no,0,0,0,yes,3D6.1D59ABD1BF,272,69,female,adult,yes,,,no,no,Snake was originally caught on 5/27/20.,,
Great Basin Rattlesnake,9/28/2020,active search,NS,alive,no,0,0,0,yes,3D6.1D59A00D5A,246,61,female,adult,yes,17,8,no,no,17 subcaudals. 8 rattles. One of three recaptures out of nine snakes caught.,,
Great Basin Rattlesnake,6/25/2020,active search,NS,alive,no,0,0,0,yes,3D6.1D59ABD1F,204,64,female,adult,yes,,,no,no,Shed skin was nest to snake.,,
Great Basin Rattlesnake,6/10/2020,active search,NS,alive,no,0,0,0,yes,3D6.1D59ABD1E4,195,56,female,adult,yes,,,no,no,Snake heard. Crawled under medium sized rocks.,,
Great Basin Rattlesnake,9/28/2020,active search,NS,alive,no,0,0,0,yes,3D6.1D59A008D4,134,62,female,adult,yes,,,no,no,One of three recaptures out of nine snakes caught.,,
Great Basin Rattlesnake,9/28/2020,active search,NS,alive,no,0,0,0,yes,3D6.1D59A00D59,129,55,female,adult,yes,,,no,no,One of 3 recaptures out of 9 snakes caught.,,
Great Basin Rattlesnake,9/14/2020,active search,NS,alive,no,0,0,0,yes,3D6.1533C700F5,410,90,male,adult,yes,20,10,no,no,20 subcaudals. 10 rattles. Has a injury on his tail flesh with dirt caked on may have been ran over.,,
Great Basin Rattlesnake,5/19/2020,active search,NGS,alive,no,0,0,0,yes,3D6.1D59804832,242,64,male,juv,yes,,,no,no,Snake was found at approximately 1130 am basking near a large rock. Snake escaped and was captured a half hour later basking in the same site.,,
Great Basin Rattlesnake,9/30/2020,active search,NS,alive,no,0,0,0,yes,3D6.1D59A008D4,134,0,unknown,adult,yes,,,no,no, ,,
Great Basin Rattlesnake,9/30/2020,active search,NS,alive,no,0,0,0,yes,3D6.1533C70DOD,0,0,unknown,adult,yes,,,no,no, ,,
Great Basin Rattlesnake,9/14/2020,driving,NS,alive,no,0,0,0,yes,3D6.1D59A008DC,207,59,female,adult,no,19,6,no,no,Found at 807 pm. 6 rattles. 19 subcaudals.,,
Great Basin Rattlesnake,8/24/2020,driving,NS,alive,no,0,0,0,yes,3D6.1D59A00D1E,376,76,male,adult,no,21,10,no,no,Found at 925 pm. 21 subcaudals. 10 rattles.,,
Great Basin Rattlesnake,7/15/2020,incidental,NS,dead,yes,0,0,0,no, ,0,0,unknown,unknown,no,,,no,no, ,,
Great Basin Rattlesnake,9/4/2020,incidental,NS,dead,yes,0,0,0,no, ,0,0,unknown,adult,no,,,no,no,Rattle may have been cut off.,,
Great Basin Rattlesnake,9/22/2020,incidental,NS,alive,no,0,0,0,no, ,0,0,unknown,neonate,no,,,no,no,Snake heard buzzing. Then seen under rock. This looks to be a hibernaculum.,,
Great Basin Rattlesnake,7/8/2020,incidental,NS,alive,no,0,0,0,yes,3D6.1533C70117,520,87,male,adult,no,24,12,no,no,Found crossing the road heading south. 12 rattles. 24 subcaudals.,,
Great Basin Rattlesnake,8/27/2020,reported,NS,alive,no,0,0,0,yes,3D6.1D59A00D04,311,78,male,adult,no,,,no,no,70% shade. Tight coil. Did not rattle. On cement at the entrance to the latrine. Found by mine worker. 22 subcaudals. 7 rattles.,,
Great Basin Rattlesnake,6/5/2020,telemetey, , , ,0,0,0,no,,0,0,unknown,unknown,no,,,no,no,release time 4:05 792,,
Great Basin Rattlesnake,6/26/2020,telemetry, , , ,0,0,0,no,,0,0,unknown,unknown,no,,,no,no,release time 9:44 023,,
Great Basin Rattlesnake,6/26/2020,telemetry, , , ,0,0,0,no,,0,0,unknown,unknown,no,,,no,no,release time 9:39 672,,
Great Basin Rattlesnake,6/5/2020,telemetry release, , , ,0,0,0,no,,0,0,unknown,unknown,no,,,no,no,release time 3:30 073,,
Great Basin Rattlesnake,4/28/2021,reported,cons crew, alive,no,0,0,0,no, ,0, ,unknown,unknown,no,0,0,no,no,Found by construction crew at New Shoot House construction site. Under metal construction equipment in restroom.,,
Great Basin Rattlesnake,5/3/2021,Den check,cf,alive,no,0,0,0,no, ,0, ,unknown,unknown,no,0,0,no,no, ,,
Great Basin Rattlesnake,6/29/2021,driving,BP,alive,no,0,0,0,no, , , ,unknown,unknown,no,0,0,no,no, ,,
Great Basin Rattlesnake,6/28/2021,incidental,Jen Edgel,alive,no,0,0,0,no, , , ,unknown,adult,no,0,0,no,no, ,,
Great Basin Rattlesnake,9/8/2021,driving,cf,dead,yes,0,0,0,no, , , ,unknown,unknown,no,0,0,no,no,too squished and many yellow jackets to take more data,,
Great Basin Rattlesnake,7/13/2021,driving,cf,dead,yes,0,0,0,no, , , ,unknown,adult,no,0,0,no,no,"very squished, could not get much data.",,
Great Basin Rattlesnake,6/3/2021,reported,cf,dead,no,0,0,0,no, ,247,56.5,male,adult,no,24,1,no,no, ,,
Great Basin Rattlesnake,5/26/2021,driving,BP,alive,no,0,0,0,yes,3D6.1533E8C09C,155,69,male,adult,no,21,8,no,no, ,,
Great Basin Rattlesnake,9/21/2021,reported,Cf,alive,no,0,0,0,yes,3D9.1A4FA10705,15,25.9,female,neonate,no,18,1,no,no,Button present. Reported by new shoot house construction crew. Painted first section of rattle green. Palpated and had recent meal,,
Great Basin Rattlesnake,5/19/2021,reported,cons crew,alive,no,0,0,0,yes,3D6.1533E8C0E1,18,28,male,neonate,no,28,1,no,no,captured by construction crew. umbilical scar present. recent meal,,
Great Basin Rattlesnake,5/19/2021,active search,cf,alive,no,0,0,0,yes,3D9.1A4FA106A8,319,72.5,male,adult,no,23,8,yes,yes,slightly windy. transmittered snake 959. SFD 52-11,,
Great Basin Rattlesnake,5/20/2021,reported,cf,alive,no,0,0,0,yes,3D9.1A4FA1069C,362,73.5,male,adult,no,21,5,yes,yes,found and captured by construction crew. SFD 52-12,,
Great Basin Rattlesnake,6/10/2021,reported,"Chris F, Jen E.",alive,no,0,0,0,yes,3D6.1533E8C0BD,174,57.5,male,adult,no,23,4,yes,yes, ,,
Great Basin Rattlesnake,9/9/2022,active search,TS,alive,no,0,0,0,no, , , ,unknown,neonate,no,0,0,no,no,Multiple juvenile shed skins found under same edge of rock. Roost.,,
Great Basin Rattlesnake,5/25/2022,driving,cf,dead,yes,0,0,0,no, , , ,unknown,unknown,no,0,0,no,no, ,,
Great Basin Rattlesnake,5/19/2022,driving,cf,dead,yes,0,0,0,no, , , ,unknown,adult,no,0,0,no,no,super squished,,
Great Basin Rattlesnake,5/26/2022,driving,cf,dead,yes,0,0,0,no, , , ,unknown,adult,no,0,0,no,no, ,,
Great Basin Rattlesnake,7/19/2022,incidental,Grainne,dead,no,0,0,0,no, , , ,unknown,juv,no,0,2,no,no,"Found dead, being eaten by ants",,
Great Basin Rattlesnake,6/2/2022,incidental,TS,NA,NA,0,0,0,no, , , ,unknown,unknown,no,0,0,no,no,Shed found at base of large rock overhang that seems viable as den location,,
Great Basin Rattlesnake,5/31/2022,active search,Cf,alive,no,0,0,0,yes,3D6.1533E8C170,17,25.9,female,YOY,yes,15,1,no,no,Just caught prey,,
Great Basin Rattlesnake,5/18/2022,incidental,Grainne,alive,no,0,0,0,yes,3D9.1A4FA106F1,172,65.5,female,adult,no,17,7,no,yes,Tail: 3.6; Total: 69.1,,
Great Basin Rattlesnake,5/25/2022,incidental,Grainne,alive,no,0,0,0,yes,3D9.1A4FA106D9,178,63.3,female,adult,no,18,6,no,yes,Total 67.9cm. Tail 3.8cm.  Painted bottom rattle green,,
Great Basin Rattlesnake,5/18/2022,incidental,CF,alive,no,0,0,0,yes,3D9.1A4FA106CB,271,70,female,adult,no,18,3,no,yes,Possibly Pregnant or just ate. Tail: 4.2cm; total: 70.2cm,,
Great Basin Rattlesnake,7/25/2023 17:00,reported,Cf,alive,no,0,0,0,yes,3D6.1533E8C0D3,44,41.9,male,juv,no,28,3,no,no,button present. total length 45.9 tail 4 rattle width 7.1mm Called in by mwr at repel tower. Snake was coiled underneath bleachers when ERM arrived. ,,
Great Basin Rattlesnake,5/17/2023 20:59,driving,JB,dead,yes,0,0,0,no,,,,unknown,unknown,no,0,3,no,no,Did not see any painted rattle or surgery scar ,,
Great Basin Rattlesnake,6/13/2023 21:43,driving,JB,alive,no,0,0,0,no,,,,unknown,unknown,no,0,8,no,no,No paint on rattle ,,
Great Basin Rattlesnake,8/22/2023 17:37,reported,TS,alive,no,0,0,0,yes,3D9.1A4FD212AD,459,86.6,male,adult,no,22,9,no,no,Behind light blue shed under oak trees on post range. Rattle segment: 12.9mm svl79.5 tail 7.1,,
Great Basin Rattlesnake,8/30/2023 18:41,driving,Liz Bergin,dead,yes,0,0,0,no,,,,unknown,juv,no,0,0,no,no,,,
Great Basin Rattlesnake,8/31/2023 15:30,incidental,Cf,alive,no,0,0,0,no,,,,unknown,unknown,no,0,0,no,no,1 adult and at least 3 neonates. Rookery site ,,
Great Basin Rattlesnake,6/21/2023 17:31,active search,TS,alive,no,0,0,0,no,,,,unknown,unknown,no,0,0,no,no,Snake dropped off at capture site,,
Great Basin Rattlesnake,6/12/2023 15:25,driving,JB,dead,yes,0,0,0,no,,,,unknown,unknown,no,0,0,no,no,,,
Great Basin Rattlesnake,7/11/2023 15:58,driving,TS,dead,yes,0,0,0,no,,,,unknown,unknown,no,0,0,no,no,moving strangely on road. didn't appear to be hit by car but possibly dropped by raptor. moving slow. brought back to office and died in bucket,,
Great Basin Rattlesnake,5/24/2023 16:53,incidental,CH,alive,no,0,0,0,no,,,,unknown,unknown,no,0,0,no,no,,,
Great Basin Rattlesnake,10/3/2019 20:28,driving,cf,alive,no,,82,,No,,,,,juv,,,,,,,,
Great Basin Rattlesnake,9/30/2019 21:35,driving,cf,dead,yes,58,80,,No,,,,,juv,,,,,,,,
Great Basin Rattlesnake,5/16/2019 16:31,driving,cf,alive,no,68,75,,No,,,,,,,,,,,on side of road ,,
Great Basin Rattlesnake,6/30/2022,incidental,TS,alive,no,81,,,yes,3D9.1A4FA1065D,314,73.5,male,adult,no,25,6,no,yes,Tail 5.4 cm. Rattled at a distance from rockpile across from petroglyphs. Collected for pit tagging,,
Great Basin Rattlesnake,7/29/2019 16:04,incidental,,Alive ,N,82,,,No,,,,,,,,,,,,,
Great Basin Rattlesnake,6/19/2019 16:55,incidental,JS,Alive,,80,,,No,,,,,Adult,,,,,,Coiled up next to sagebrush,,
Great Basin Rattlesnake,6/6/2019 18:40,incidental,,Alive,,80,,,No,,,,,,,,,,,Very pissed didn’t want to get closer,,
Great Basin Rattlesnake,9/20/2018 16:30,active search,Cf,Alive,No,,,,,,,,,,,,,,,Juvenile ,,
Great Basin Rattlesnake,4/27/2019 18:14,active search,"cf, sh",alive,no ,,,,,,,,,,,,,,,found under large rock ,,
Great Basin Rattlesnake,10/3/2019 21:12,driving,cf,dead,yes,,,,No,,,,,juv,,,,,,,,
Great Basin Rattlesnake,6/26/2018 13:50,incidental,,Alive,N,,,,,,,,,,,,,,,"Only saw tail as it went under vegetation, probably medium-large sized. Slow moving and didn’t rattle. RRS ",,
Great Basin Rattlesnake,7/18/2018 16:30,incidental,,Alive,N,,,,,,,,,,,,,,,"Didn’t see it, heard it close by rattling. ",,
Great Basin Rattlesnake,6/14/2018 17:02,reported,,Alive,N,,,,,,,,,,,,,,,,,
Great Basin Rattlesnake,6/7/2019 0:14,driving,cf,dead,yes,,,,No,,,,,,,,,,,,,
Great Basin Rattlesnake,6/6/2019 23:07,driving,cf,dead,yes,,,,No,,,,,,,,,,,,,
Great Basin Rattlesnake,8/15/2019 15:35,incidental,cf,alive,no,,,,No,,,,,,,,,,,caught in cement hole,,
Great Basin Rattlesnake,5/15/2019 17:11,incidental,JS,Alive,N,,,,No,,,,,,,,,,,Juvenile,,
Great Basin Rattlesnake,8/15/2019 15:38,incidental,cf,alive,no,,,,No,,,,,,,,,,,caught in cement hole,,
Greater Short-horned Lizard,8/1/2023 13:47,incidental,TS,alive,no,71,67,0,no,,,,unknown,unknown,no,0,0,no,no,,,
Greater Short-horned Lizard,7/7/2022,incidental,TS,alive,no,86,0,0,no, , , ,unknown,adult,no,0,0,no,no, ,,
Greater Short-horned Lizard,7/27/2023 17:10,incidental,Ethan Morton,alive,no,85,0,0,no,,,,unknown,unknown,no,0,0,no,no,,,
Greater Short-horned Lizard,9/10/2021,incidental,BP,alive,no,84,0,0,no, , , ,unknown,juv,no,0,0,no,no, ,,
Greater Short-horned Lizard,8/25/2020,active search,NS,alive,no,82,0,0,no, ,0,0,unknown,juv,no,,,no,no, ,,
Greater Short-horned Lizard,9/20/2022,incidental,TS,alive,no,81,0,0,no, , , ,unknown,YOY,no,0,0,no,no, ,,
Greater Short-horned Lizard,9/20/2022,incidental,TS,alive,no,81,0,0,no, , , ,unknown,YOY,no,0,0,no,no, ,,
Greater Short-horned Lizard,8/31/2023 19:12,driving,Liz Bergin,alive,no,81,0,0,no,,,,unknown,juv,no,0,0,no,no,,,
Greater Short-horned Lizard,9/26/2022,incidental,cf,alive,no,75,0,0,no, , , ,unknown,neonate,no,0,0,no,no, ,,
Greater Short-horned Lizard,8/30/2023 15:49,incidental,cf,alive,no,69,0,0,no,,,,unknown,neonate,no,0,0,no,no,hatchling ,,
Greater Short-horned Lizard,9/1/2021,incidental,BP,alive,no,66,0,0,no, , , ,unknown,juv,no,0,0,no,no, ,,
Greater Short-horned Lizard,6/9/2020,incidental,cf,alive,no,65,0,0,no, ,0,0,unknown,adult,no,,,no,no, ,,
Greater Short-horned Lizard,5/2/2022,incidental,cf,alive,no,65,0,0,no, , , ,male,adult,no,0,0,no,no, ,,
Greater Short-horned Lizard,5/17/2021,incidental,BP,alive,no,63,0,0,no, ,0, ,unknown,neonate,no,0,0,no,no, ,,
Greater Short-horned Lizard,7/21/2020,active search,NS,alive,no,0,0,0,no, ,0,0,unknown,unknown,no,,,no,no, ,,
Greater Short-horned Lizard,7/30/2020,active search,NS,alive,no,0,0,0,no, ,0,0,unknown,juv,no,,,no,no, ,,
Greater Short-horned Lizard,5/12/2020,active search,NGS,alive,no,0,0,0,no, ,0,0,unknown,juv,no,,,no,no,Blends in with the substrate on ships ridge.,,
Greater Short-horned Lizard,9/2/2021,incidental,cf,alive,no,0,0,0,no, , , ,unknown,juv,no,0,0,no,no, ,,
Greater Short-horned Lizard,6/15/2022,driving,TS,alive,no,0,0,0,no, , , ,unknown,unknown,no,0,0,no,no, ,,
Greater Short-horned Lizard,6/1/2022,incidental,Lauryn Dupaix and Malala Sewell,alive,no,0,0,0,no, , , ,unknown,unknown,no,0,0,no,no, ,,
Greater Short-horned Lizard,6/1/2022,incidental,KW,dead,yes,0,0,0,no, , , ,female,unknown,no,0,0,no,no,Flipped over on south side of road,,
Greater Short-horned Lizard,6/29/2022,incidental,Kayla Wilson,alive,no,0,0,0,no, , , ,unknown,unknown,no,0,0,no,no, ,,
Greater Short-horned Lizard,5/26/2022,incidental,Gráinne,alive,no,0,0,0,no, , , ,unknown,adult,no,0,0,no,no, ,,
Greater Short-horned Lizard,8/17/2023 13:23,incidental,Liz Bergin,alive,no,0,0,0,no,,,,unknown,adult,no,0,0,no,no,,,
Greater Short-horned Lizard,8/31/2023 13:27,driving,Liz Bergin,alive,no,0,0,0,no,,,,unknown,YOY,no,0,0,no,no,,,
Greater Short-horned Lizard,8/17/2023 13:25,incidental,Liz Bergin,alive,no,0,0,0,no,,,,unknown,YOY,no,0,0,no,no,,,
Greater Short-horned Lizard,7/27/2023 16:27,incidental,Mahala Sewell,alive,no,0,0,0,no,,,,unknown,unknown,no,0,0,no,no,,,
Greater Short-horned Lizard,7/31/2023 16:22,incidental,Rylee,alive,no,0,0,0,no,,,,unknown,juv,no,0,0,no,no,3 juvenile lizards were found in this spot,,
Greater Short-horned Lizard,7/30/2019 19:40,incidental,Samuel Cook,Alive,No,96,,,No,,,,,,,,,,,,,
Greater Short-horned Lizard,6/27/2018 16:57,driving,,Alive,N,,,,,,,,,,,,,,,,,
Greater Short-horned Lizard,7/3/2018 15:23,incidental,,Alive,N,,,,,,,,,,,,,,,Only 1,,
Greater Short-horned Lizard,7/16/2019 15:48,incidental,Jess L,Alive ,No,,,,No,,,3.5,,,,,,,,,,
Greater Short-horned Lizard,7/16/2019 15:28,incidental,Jess L,Alive ,No,,,,No,,,4,,Juvenile ,,,,,,,,
Greater Short-horned Lizard,7/16/2019 15:15,incidental,Jess L,Alive,No,,,,No,,,4,,Juvenile ,,,,,,,,
Greater Short-horned Lizard,7/18/2019 16:09,incidental,Jess,Alive,No,,,,No,,,6.5,,,,,,,,,,
Greater Short-horned Lizard,7/10/2019 16:31,incidental,Jess L,Alive,No,,,,No,,,6,,,,,,,,,,
Greater Short-horned Lizard,5/29/2019 15:00,incidental,JL,Alive,N,,,,No,,,,,,,,,,,West canyon,,
Greater Short-horned Lizard,8/9/2018 15:14,incidental,,,,,,,,,,,,,,,,,,ERK,,
Greater Short-horned Lizard,7/10/2018 16:40,incidental,,Alive,N,,,,,,,,,,,,,,,ERK ID at base,,
Greater Short-horned Lizard,7/10/2018 16:15,incidental,,Alive,N,,,,,,,,,,,,,,,,,
Greater Short-horned Lizard,7/24/2018 17:53,incidental,,Alive,N,,,,,,,,,,,,,,,,,
Greater Short-horned Lizard,8/15/2018 21:35,incidental,Cf,Alive,N,,,,,,,,,,,,,,,"On road, taken back ",,
Greater Short-horned Lizard,7/25/2018 18:13,incidental,,Alive,N,,,,,,,,,,,,,,,2 individuals,,
New Mexico Whiptail,8/20/2020,active search,NS,alive,no,87,0,0,no, ,0,0,unknown,juv,no,,,no,no,2 juvenile whiptails observed along the edge of the garage. Bright sky blue tails.,,
New Mexico Whiptail,7/2/2021,driving,BP,alive,no,82,0,0,no, , , ,unknown,unknown,no,0,0,no,no, ,,
New Mexico Whiptail,7/2/2021,driving,BP,alive,no,82,0,0,no, , , ,unknown,unknown,no,0,0,no,no, ,,
New Mexico Whiptail,7/2/2021,driving,BP,alive,no,82,0,0,no, , , ,unknown,adult,no,0,0,no,no, ,,
Other,6/14/2021,incidental,Jen Edgel,alive,no,90,0,0,no, , , ,unknown,unknown,no,0,0,no,no, ,,
Other,5/31/2023 14:44,incidental,Mahala Sewell,alive,no,0,0,0,no,,,,unknown,unknown,no,0,0,no,no,Some sort of lizard. Moved to fast to identify,,
Other,6/27/2023 6:00,incidental,Mahala,alive,no,0,0,0,no,,,,unknown,unknown,no,0,0,no,no,"Coyote Den, found on rock side",,
Rattlesnake Rookery,9/2/2020,active search,NS,alive,no,76,0,0,no, ,0,0,unknown,unknown,no,,,no,no,"4 neonates, and one pissed mother.",,
Rattlesnake Rookery,9/1/2020,active search,NS,alive,no,70,0,0,no, ,0,0,unknown,unknown,no,,,no,no,Pissed off mother Great Basin rattlesnake. 4 neonates seen under same rock. Shed of neonate seen that was not present last week.,,
Sagebrush Lizard,4/8/2022,incidental,TS,alive,no,76,0,69,no, , ,,unknown,unknown,no,0,0,no,no, ,,
Sagebrush Lizard,7/7/2021,active search,BP,alive,no,91,0,0,no, , , ,unknown,unknown,no,0,0,no,no, ,,
Sagebrush Lizard,8/25/2020,active search,NS,alive,no,78,0,0,no, ,0,0,unknown,neonate,no,,,no,no,First neonate sagebrush lizard I have noticed this season.,,
Sagebrush Lizard,7/7/2021,active search,BP,alive,no,75,0,0,no, , , ,unknown,unknown,no,0,0,no,no, ,,
Sagebrush Lizard,4/30/2020,pit fall trap,NGS,alive,no,73,0,0,no, ,0,0,male,adult,no,,,no,no,Found in south bucket,,
Sagebrush Lizard,7/20/2021,cover board,BP,alive,no,73,0,0,no, , , ,unknown,unknown,no,0,0,no,no, ,,
Sagebrush Lizard,7/20/2021,cover board,BP,alive,no,73,0,0,no, , , ,unknown,unknown,no,0,0,no,no, ,,
Sagebrush Lizard,8/6/2021,incidental,BP,alive,no,73,0,0,no, , , ,unknown,unknown,no,0,0,no,no, ,,
Sagebrush Lizard,7/27/2021,active search,BP,alive,no,72,0,0,no, , , ,unknown,unknown,no,0,0,no,no, ,,
Sagebrush Lizard,8/26/2021,active search,BP,alive,no,72,0,0,no, , , ,unknown,unknown,no,0,0,no,no, ,,
Sagebrush Lizard,8/26/2021,active search,BP,alive,no,72,0,0,no, , , ,unknown,unknown,no,0,0,no,no, ,,
Sagebrush Lizard,7/27/2021,cover board,BP,alive,no,70,0,0,no, , , ,unknown,unknown,no,0,0,no,no, ,,
Sagebrush Lizard,6/20/2023 20:08,incidental,Mahala Sewell,alive,no,66,0,0,no,,,,unknown,unknown,no,0,0,no,no,,,
Sagebrush Lizard,4/26/2022,cover board,TS,alive,no,61,0,0,no, , , ,unknown,unknown,no,0,0,no,no, ,,
Sagebrush Lizard,5/11/2022,cover board,Tug Simmons,alive,no,60,0,0,no, , , ,unknown,adult,no,0,0,no,no,Under same coverboard as W. Skink (5-11-22),,
Sagebrush Lizard,5/11/2022,cover board,TS,alive,no,60,0,0,no, , , ,unknown,juv,no,0,0,no,no,(2) juveniles under same coverboard,,
Sagebrush Lizard,4/28/2022,cover board,TS,alive,no,56,0,0,no, , , ,unknown,adult,no,0,0,no,no, ,,
Sagebrush Lizard,4/28/2022,cover board,TS,alive,no,55,0,0,no, , , ,unknown,adult,no,0,0,no,no, ,,
Sagebrush Lizard,7/30/2020,active search,NS,alive,no,0,0,0,no, ,0,0,unknown,unknown,no,,,no,no, ,,
Sagebrush Lizard,5/20/2020,active search,NGS,alive,no,0,0,0,no, ,0,0,male,adult,no,,,no,no,Sage brush lizard was found under a rock while looking for milkshakes.,,
Sagebrush Lizard,6/4/2020,pit fall trap,NS, , ,0,0,0,no, ,0,0,unknown,unknown,no,,,no,no, ,,
Sagebrush Lizard,5/3/2022,cover board,TS,alive,no,0,0,0,no, , , ,unknown,unknown,no,0,0,no,no, ,,
Sagebrush Lizard,5/3/2022,cover board,TS,alive,no,0,0,0,no, , , ,unknown,adult,no,0,0,no,no, ,,
Sagebrush Lizard,5/18/2022,incidental,Grainne,alive,no,0,0,0,no, , , ,unknown,unknown,no,0,0,no,no, ,,
Sagebrush Lizard,5/18/2023 17:46,incidental,Mahala,alive,no,0,0,0,no,,,,unknown,unknown,no,0,0,no,no,,,
Sagebrush Lizard,8/1/2019 18:27,incidental,JS,Alive,,80,98,,No,,,,,,,,,,,,,
Sagebrush Lizard,8/2/2019 15:29,incidental,JS,Alive,N,85,,,No,,,,,,,,,,,On road,,
Sagebrush Lizard,8/2/2019 15:28,incidental,,Alive,,85,,,No,,,,,,,,,,,,,
Sagebrush Lizard,6/5/2019 18:49,incidental,,Alive,,80,,,No,,,,,,,,,,,On road,,
Sagebrush Lizard,6/5/2019 18:41,incidental,,Alive,,79,,,No,,,,,,,,,,,,,
Sagebrush Lizard,6/3/2019 16:52,incidental,Jess Lofland,Alive,,70,,,No,,,,,,,,,,,,,
Sagebrush Lizard,4/29/2019 17:20,incidental,cf,alive,n,,,,,,,,,,,,,,,under board by trail ,,
Sagebrush Lizard,4/17/2019 19:06,incidental,cf,alive ,n,,,,,,,,,,,,,,,flipped rock ,,
Sagebrush Lizard,4/27/2019 18:49,active search,cf,alive,no,,,,,,,,,,,,,,,on rock ,,
Sagebrush Lizard,4/17/2019 18:52,incidental,cf,alive ,N,,,,,,,,,,,,,,,in rocks ,,
Sagebrush Lizard,5/6/2019 17:11,active search,cf,alive ,n,,,,,,,,,,,,,,,"on rocks, 2 individuals ",,
Sagebrush Lizard,8/15/2018 20:33,incidental,Cf,Alive,N,,,,,,,,,,,,,,,3 individuals ,,
Sagebrush Lizard,7/3/2018 16:21,incidental,,Alive,N,,,,,,,,,,,,,,,,,
Sagebrush Lizard,8/15/2018 21:37,incidental,Ek,,,,,,,,,,,,,,,,,2 individuals,,
Sagebrush Lizard,7/24/2018 18:28,incidental,,Alive,N,,,,,,,,,,,,,,,Two in structure,,
Side-blotched Lizard,9/2/2020,incidental,NS,alive,no,77,0,0,no, ,0,0,unknown,unknown,no,,,no,no, ,,
Side-blotched Lizard,5/12/2020,active search,NGS,alive,no,0,0,0,no, ,0,0,unknown,unknown,no,,,no,no, ,,
Striped Whipsnake,5/19/2020,driving,cf,alive,no,73,98,97,yes,3D6.1D596DF69A,67,72,male,adult,no,,,no,no, ,,
Striped Whipsnake,6/5/2019 16:20,driving,cf,alive,no ,71,94,96,yes,3D6.1D596E5767,95,74,female ,adult,no,,,,,"hard to sex, unsure ",,
Striped Whipsnake,5/18/2020,driving,cf,alive,no,79,92,92,yes,3D6.1D596DF6C9,71,74,female,adult,no,,,no,no, ,,
Striped Whipsnake,5/7/2020,incidental,NGS,alive,no,62,106,86,yes,3D6.1D596DF6AA,281,90,male,adult,no,,,no,no,Found crossing the road,,
Striped Whipsnake,5/27/2020,driving,cf,alive,no,69,74,84,yes,3D6.1D59ABD1D5,109,78,male,adult,no,,,no,no, ,,
Striped Whipsnake,9/22/2020,incidental,NS,alive,no,65,76,78,no, ,0,0,unknown,unknown,no,,,no,no, ,,
Striped Whipsnake,5/19/2022,cover board,TS,alive,no,74,76,0,no, , , ,unknown,adult,no,0,0,no,no,Quickly retreated into sagebrush and evaded capture,,
Striped Whipsnake,5/26/2023 16:27,driving,TS,alive,no,73,71,0,no,,,,unknown,adult,no,0,0,no,no,Found stretched on road facing south,,
Striped Whipsnake,9/17/2020,incidental,NS,alive,no,80,0,0,no, ,0,0,unknown,adult,no,,,no,no,Crawled off road before I could attempt to catch it. Was moving when seen.,,
Striped Whipsnake,5/3/2023 19:30,active search,TS,alive,no,78,0,0,no,,,,unknown,adult,no,0,0,no,no,"Extremely long whipsnake under fallen Juniper, escaped extremely quickly before capture could occur",,
Striped Whipsnake,9/10/2021,incidental,BP,alive,no,77,0,0,no, , , ,unknown,adult,no,0,0,no,no, ,,
Striped Whipsnake,5/21/2020,active search,Rob,alive,no,74,0,0,no, ,0,0,unknown,juv,no,,,no,no,Snake was found by Rob. Crawled away fast into the oaks.,,
Striped Whipsnake,9/1/2021,driving,BP,dead,yes,70,0,0,no, , , ,unknown,adult,no,0,0,no,no, ,,
Striped Whipsnake,9/28/2021,active search,BP,alive,no,68,0,0,no, , , ,unknown,unknown,no,0,0,no,no, ,,
Striped Whipsnake,9/29/2021,active search,BP,alive,no,64,0,0,no, , , ,unknown,adult,no,0,0,no,no, ,,
Striped Whipsnake,5/3/2022 20:33,DenCheck,Cf,alive,no,0,0,0,yes,3D9.1A4FA106BA,73,70.9,male,Adult,no,,,no,no,,,
Striped Whipsnake,9/16/2020,active search,"CF, NS",alive,no,0,0,0,no, ,0,0,unknown,unknown,no,,,no,no,Divided subcaudals scales. Smooth scales. 4 ft at least long. Stripes visible. Suspected whipsnake shed.,,
