species,DateOfObs,method,observer,AliveorDea,DOR,air_temp_f,sub_temp_f,body_temp_,pit,pit_id,weight_g,length_cm,sex,age,recapture,num_subcau,num_rattle,SFD,DNA,notes,,
Great Basin Rattlesnake,5/5/2021,active search,cf,alive,no,66,79,81,yes,3D9.1A4FA106A1,202,60.6,female,adult,no,0,0,no,no,captured 18 subcatyles. 5 rattle segments. no button fungal sample taken. dna sample taken,,
Great Basin Rattlesnake,9/23/2021,incidental,BP,alive,no,74,78,81,no, , , ,unknown,juv,no,0,0,no,no, ,,
Great Basin Rattlesnake,6/9/2020,active search,NS,alive,no,61,77,81,yes,3D6.1D59804858,272,65,female,adult,no,,,no,no,Snake was found stretched out basking at 3 pm.,,
Great Basin Rattlesnake,6/9/2020,active search,NS,alive,no,61,77,81,yes,3D6.1D59804818,210,61,male,adult,no,,,no,no,Snake was found basking in a tight coil in shed at 310 pm.,,
Great Basin Rattlesnake,10/3/2019 21:05,driving,cf,alive,no,,77,81,No,,,,,juv,,,,,,,,
Great Basin Rattlesnake,8/17/2020,active search,NS,alive,no,79,82,80,yes,3D6.1533C700FC,240,73,male,adult,no,23,10,no,no,Two males captured. Three seen. The smallest snake escaped down a hole along the edge of a rock. 23 subcaudals. 10 rattles.,,
Great Basin Rattlesnake,8/8/2022,driving,Kayla/Grainne (processing info:TS),alive,no,0,82,80,yes,3D9.1A4FA106A6,446,77.5,male,adult,no,25,4,no,yes,Crossing road heading north (saved graciously by Kayla from evil cow men) Tail measure: 6.7cm,,
Great Basin Rattlesnake,5/18/2022,cover board,TS,alive,no,76,81,80,yes,3D9.1A4FA10702,259,65,female,adult,no,17,6,no,yes,Was under the large cover board with the vole den. No button. Pregnant w/ 7 developing. Tail 3.4 cm,,
Great Basin Rattlesnake,5/26/2020,driving,cf,alive,no,66,80,80,yes,3D6.1D59804849,304,77,male,adult,no,,,no,no,captured,,
Great Basin Rattlesnake,6/9/2020,active search,cf,alive,no,59,80,80,yes,3D6.1D5980480D,350,72.3,male,adult,no,,,no,no,"crawled under rock, didn't have supplies to capture. decent size. basking in open next to rock and sage brush. went back next day. in same place, captured and pit tagged",,
Great Basin Rattlesnake,5/13/2020,active search,NGS,alive,no,61,78,80,yes,3D6.1D59804832,230,61,male,juv,no,,,no,no,"Snake totally stretched out basking on a rock at approximately 2 pm, the other snake I found was found at 145 pm.",,
Great Basin Rattlesnake,9/22/2021,active search,BP,alive,no,75,74,80,yes,3D9.1A4FA1062B,234,75.7,female,adult,no,20,10,no,yes, ,,
Great Basin Rattlesnake,9/22/2021,active search,BP,alive,no,75,74,80,yes,3D9.1A4FA105EA,277,77.5,male,adult,no,24,14,no,yes, ,,
Great Basin Rattlesnake,8/14/2020,driving,NS,alive,no,80,89,79,yes,3D6.1533700FA,175,64,male,adult,no,24,8,no,no,8 rattles. 24 subcaudals.,,
Great Basin Rattlesnake,5/20/2020,active search,cf,alive,no,57,82,79,no, ,0,0,unknown,adult,no,,,no,no, ,,
Great Basin Rattlesnake,6/30/2020,active search,NS,alive,no,60,81,79,yes,3D6.1D59A008C7,300,72,male,adult,yes,,,no,no,Basking in a tight coil.100% exposure to light. Freshly shed. Did not rattle until caught.,,
Great Basin Rattlesnake,9/10/2020,active search,NS,alive,no,72,76,79,yes,3D6.1D59ABD20B,272,62,female,adult,yes,16,8,no,no,8 rattles. 16 subcaudals. Originally caught on 6/2/20 gained 15 g and grew 3 cm. Maybe gravid.,,
Great Basin Rattlesnake,10/3/2019 22:12,driving,cf,alive,no,69,76,79,No,,,,,adult,,,,,,,,
Great Basin Rattlesnake,9/9/2020,active search,NS,alive,no,62,77,78,yes,3D6.1D59A00D00,405,83,male,adult,no,20,0,no,no,Basking in a tight coil. no rattle. Third found this season without rattle. Just has a dried withered stump. 20 subcaudals.,,
Great Basin Rattlesnake,9/30/2021,active search,BP,alive,no,65,64,78,no, , , ,unknown,juv,no,0,0,no,no, ,,
Great Basin Rattlesnake,5/12/2020,active search,cf,alive,no,71,92,77,no, ,550,87,male,adult,no,,,no,no,captured. big. windy,,
Great Basin Rattlesnake,7/21/2020,driving,NS,alive,no,77,88,77,yes,3D6.1533C70116,222,70,male,adult,no,27,11,no,no,11 rattles. 27 subcaudals.,,
Great Basin Rattlesnake,5/26/2021,driving,BP,alive,no,0,83,77,no, ,0, ,unknown,adult,no,0,0,no,no, ,,
Great Basin Rattlesnake,6/2/2020,active search,NS,alive,no,78,78,76,yes,3D6.1D5980485A,286,66,male,adult,yes,,,no,no,Snake found basking stretched out along a medium sized boulder.,,
Great Basin Rattlesnake,5/16/2019 16:40,driving,cf,alive,no,68,78,76,No,,,,,,,,,,,,,
Great Basin Rattlesnake,6/10/2020,active search,NS,alive,no,59,67,76,yes,3D6.1D5980481E,266,66,male,adult,no,,,no,no,Snake basking near large rocks stretched out in shed.,,
Great Basin Rattlesnake,5/20/2020,active search,cf,alive,no,57,90,75,yes,3D6.1D59ABD1F4,198,61,female,adult,no,,,no,no,(,,
Great Basin Rattlesnake,5/20/2020,Telemetry,NGS,alive,no,65,68,75,no, ,0,0,male,adult,no,,,no,no,Snake is basking near large rocks with dead grass partially over the snake thistle nearby.,,
Great Basin Rattlesnake,6/6/2019 23:39,driving,cf,alive,no,70,73,74,No,,,,,juv,,,,,,,,
Great Basin Rattlesnake,5/25/2022,incidental,TS,alive,no,68,0,74,no, , , ,unknown,adult,no,0,0,no,no,"Was traveling east through grasses, disappeared into thick bushes before capture was possible",,
Great Basin Rattlesnake,5/14/2020,active search,cf,alive,no,64,78,73,no, ,448,79.5,male,adult,no,,,no,no,captured,,
Great Basin Rattlesnake,4/30/2020,incidental,NGS,alive,no,71,70,72,no, ,0,0,unknown,unknown,no,,,no,no, ,,
Great Basin Rattlesnake,11/2/2020,active search,cf,alive,no,66,71,71,no, ,0,0,unknown,adult,no,,,no,no,"basking in rocks, partially exposed to sun. sun almost behind ridge for day. rattled when seen and half retreated into den",,
Great Basin Rattlesnake,6/9/2020,active search,NS,alive,no,61,62,71,yes,3D6.1D59804863,234,61,female,adult,no,,,no,no,Snake was found in a tight coil in shed under the shade of a rabbit bush near a large embedded rock at 325 pm.,,
Great Basin Rattlesnake,5/24/2021,active search,cf,alive,no,56,71,68,yes,3D6.1D59ABD20B,276,63.5,female,adult,yes,17,8,yes,no,"tight coil basking in open out front of rock. did not rattle or retreat. no button. developed folicles, possibly pregnant. transmittered snake 830",,
Great Basin Rattlesnake,5/24/2021,active search,cf,alive,no,57,70,68,yes,3D6.1533E8C12E,71,40.9,male,juv,no,22,7,yes,yes,"under rock, rattled when stepped over. button present. SFD 52-17",,
Great Basin Rattlesnake,9/28/2021,active search,BP,alive,no,71,68,68,no, , , ,unknown,unknown,no,0,0,no,no, ,,
Great Basin Rattlesnake,5/20/2020,active search,NGS,alive,no,54,64,68,yes,3D6.1D59ABD1FA,220,58,female,adult,no,,,no,no,Snake found at 915 am cool and windy. no obvious den site nearby.,,
Great Basin Rattlesnake,5/24/2021,active search,cf,alive,no,56,70,67,yes,3D9.1A4FA1064B,255,61.3,female,adult,no,19,6,yes,yes,loose coil basking in between rocks out of wind. did not rattle or retreat. SFD 52-16. no button. transmittered snake 940,,
Great Basin Rattlesnake,11/2/2020,active search,cf,alive,no,66,66,67,no, ,0,0,unknown,juv,no,,,no,no,"2 snakes, 1 juvenile 1 neonate on rock basking in shade, retreated into rocks when approached.",,
Great Basin Rattlesnake,5/20/2020,active search,cf,alive,no,57,70,66,yes,3D6.1D59ABD1E6,10,28,unknown,juv,no,,,no,no, ,,
Great Basin Rattlesnake,9/2/2020,driving,NS,alive,no,71,69,66,no, ,0,0,male,adult,no,,,no,no,Caught at 825 pm.,,
Great Basin Rattlesnake,6/5/2023 14:41,reported,TS,alive,no,65,65,66,yes,3D6.1533E8C0D1,14,29,male,YOY,no,24,1,no,no,"Reported by troops; tail:2.8 cm, SVO: 26.2 cm, rattle width .048mm",,
Great Basin Rattlesnake,4/19/2022,active search,TS,alive,no,71,69,64,no, , , ,unknown,juv,no,0,0,no,no, ,,
Great Basin Rattlesnake,6/24/2021,active search,cf,alive,no,72,68,64,yes,3D9.1A4FA10618,418,78.8,female,adult,no,20,7,yes,yes,"Overcast and slight breeze. Snake was in tight coil on top of rock, rattled slightly before I saw it. implanted transmitter frequency 672",,
Great Basin Rattlesnake,9/23/2021,active search,Cf,alive,no,65,60,62,yes,3D6.1533E8C1BF,10,21.8,male,neonate,no,23,1,no,no,In shade. Lighter colored of two captured. Painted button green,,
Great Basin Rattlesnake,6/24/2021,active search,cf,alive,no,73,71,61,yes,3D9.1A4FA1060F,297,70.9,female,adult,no,15,11,yes,yes,"Overcast, slight breeze and light rain. Snake was moving and heard rattle before seeing it. Retreated under rock overhang. implanted with transmitter. Frequency 901",,
Great Basin Rattlesnake,6/11/2020,active search,NS,alive,no,63,58,59,yes,3D6.1D5980484C,321,66,male,adult,no,,,no,no,Snake found along row of rocks parallel to the road.,,
Great Basin Rattlesnake,4/18/2023 18:56,incidental,TS,alive,no,61,54,55,no,,,,unknown,juv,no,0,0,no,no,"Hidden among rocks, extremely slow due to temperature. Appeared dead but barely reacted when moved with stick",,
Great Basin Rattlesnake,4/28/2022,incidental,TS,alive,no,57,50,49,no, , , ,unknown,YOY,no,0,1,no,no, ,,
Great Basin Rattlesnake,10/16/2020,incidental,Cf,alive,no,52,47,47,no, ,0,0,unknown,neonate,no,,,no,no,Under same rock as 073 was 2 days before,,
Great Basin Rattlesnake,9/15/2021,incidental,BP,alive,no,54,43,45,no, , , ,unknown,neonate,no,0,0,no,no, ,,
Great Basin Rattlesnake,4/28/2020,active search,NGS,alive,no,73,124,0,no, ,0,0,unknown,juv,no,,,no,no,Same snake was seen yesterday. Today it was less exposed. Retreated under large rocks when I attempted to capture.,,
Great Basin Rattlesnake,4/28/2020,active search,NGS,alive,no,73,107,0,no, ,0,0,unknown,juv,no,,,no,no,The rattle gave the snake away. A coil was exposed underneath a large rock. The snake retreated when I attempted to capture it.,,
Great Basin Rattlesnake,6/30/2020,active search,cf,alive,no,60,100,0,yes,3D6.1D59A00D03,287,70,female,adult,no,,,no,no,caught on same spot on top of other snake.,,
Great Basin Rattlesnake,5/26/2020,active search,cf,alive,no,69,98,0,no, ,0,0,unknown,unknown,no,,,no,no,"small, escaped capture",,
Great Basin Rattlesnake,6/16/2023 16:37,active search,TS,alive,yes,71,92,0,no,,,,unknown,adult,no,0,0,no,no,Found tucked in rocks in shade next to other smaller rattlesnake. Collected for processing and potential transmitter surgery,,
Great Basin Rattlesnake,5/17/2022,driving,TS,alive,no,76,91,0,yes,3D9.1A4FA106B7,337,78.3,male,adult,no,23,7,no,no,"Found on north side of road facing south, was extremely aggressive and attempted escape during collection for processing; Tail: 5.7, Total Length: 84",,
Great Basin Rattlesnake,6/16/2023 16:39,active search,TS,alive,no,72,91,0,yes,3D6.1533E8C0C7,203,63,female,adult,no,19,7,no,yes,Found next to other larger snake tucked into rocks mostly shaded. 58.6svl 4.4tail Buttojnpresent Collected for processing anD potential transmitter surgery,,
Great Basin Rattlesnake,4/29/2020,active search,cf,alive,no,78,90,0,no, ,0,0,unknown,unknown,no,,,no,no,in Rock crevice. out of sight before picture. heard rattling,,
Great Basin Rattlesnake,10/1/2021,active search,BP,alive,no,73,89,0,no, , , ,unknown,adult,no,0,0,no,no, ,,
Great Basin Rattlesnake,10/1/2021,active search,BP,alive,no,73,89,0,no, , , ,unknown,adult,no,0,0,no,no, ,,
Great Basin Rattlesnake,6/16/2023 16:48,active search,TS,alive,no,72,87,0,no,,,,unknown,unknown,no,0,0,no,no,"Snake tightly coiled under edge of rock next to 148.979 snake, rattled lightly. Collected for processing and potential transmitter surgery. Button present",,
Great Basin Rattlesnake,10/1/2020,Telemetry,Cf, , ,71,85,0,no, ,0,0,unknown,unknown,no,,,no,no,Den site. Saw over 50 snakes out basking. Multiple age classes. Saw one gopher snake crawl in hole as well,,
Great Basin Rattlesnake,8/4/2023 18:02,incidental,TS,alive,no,80,84,0,yes,3D6.1533E8C0AC,12,32,female,YOY,no,18,2,no,no,"SVL: 28.2, Tail: 1.8",,
Great Basin Rattlesnake,6/22/2022,driving,TS,alive,no,69,84,0,yes,3D9.1A4FA10671,396,74.5,female,adult,no,19,6,no,yes,Found stretched on road heading west. Tail 4.6cm  transmittered snake,,
Great Basin Rattlesnake,5/9/2023 17:46,reported,TS,alive,no,74,82,0,yes,3D9.1A4FA10651,318,64.2,female,adult,no,17,6,no,yes,Rattle width 11.5 total 68.4 tail 4.2. Pregnant 6 follicles. Large meal in intestine. Paint rattle green ,,
Great Basin Rattlesnake,5/12/2020,active search,cf,alive,no,71,80,0,no, ,0,0,unknown,unknown,no,,,no,no,escaped capture and before body temp could be read. captured 5-14 and tagef,,
Great Basin Rattlesnake,5/24/2022,driving,TS,alive,no,0,78,0,yes,3D9.1A4FA106E3,177,60.5,female,adult,no,17,8,no,yes,"On edge of road facing/moving north, tail length 3.9”, total length 64.4”",,
Great Basin Rattlesnake,5/31/2023 15:40,active search,TS,alive,no,78,75,0,no,,,,unknown,unknown,no,0,0,no,no,"Found when snake rattled and attempted to retreat under rocks. Was captured in haste, no time to record body temp. Likely transmitter eligible",,
Great Basin Rattlesnake,4/19/2022,incidental,TS,alive,no,69,73,0,no, , , ,unknown,YOY,no,0,0,no,no, ,,
Great Basin Rattlesnake,6/28/2022,driving,TS,alive,no,70,68,0,yes,3D9.1A4FA1068D,118,56.4,female,adult,no,18,6,no,yes,"Found on road heading north, late in evening (~9:15 P.M). Button present. Tail 4.4cm",,
Great Basin Rattlesnake,4/19/2022,active search,TS,alive,no,60,68,0,no, , , ,unknown,YOY,no,0,0,no,no, ,,
Great Basin Rattlesnake,6/16/2023 14:36,active search,TS,alive,no,0,66,0,yes,,,,unknown,adult,no,0,0,no,no,"Sprawle loosely in front of rocks, basking. Rattled heavily and attempted to retreat. Collected for processing and potential transmitter surgery",,
Great Basin Rattlesnake,6/24/2021,active search,BP,alive,no,64,59,0,yes,3D9.1A4FA10639,418,75.8,female,adult,no,18,6,yes,yes,Overcast. Close to 881.,,
Great Basin Rattlesnake,9/4/2020,active search,NS,alive,no,89,0,0,no, ,0,0,unknown,neonate,no,,,no,no,no mother observed today. 2 neonates seen under rookery rock.,,
Great Basin Rattlesnake,8/3/2022,reported,TS,alive,no,86,0,0,yes,3D9.1A4FA106A9,259,66.5,female,adult,no,18,7,no,yes,"Button present, tail length 4.2cm. Bottom rattle painted green. 2 rattlesnakes found coiled together behind mens bathroom door. Were collected for processing and will be released elsewhere nearby.",,
Great Basin Rattlesnake,8/3/2022,reported,TS,alive,no,86,0,0,yes,3D9.1A4FA10663,199,59.5,male,adult,no,23,8,no,yes,"Button present, tail:5.3 cm, bottom rattle painted green, found in LRC bathroom and reported, behind bathroom door with another rattlesnake.",,
Great Basin Rattlesnake,8/26/2020,active search,NS,alive,no,85,0,0,no, ,0,0,unknown,unknown,no,,,no,no,Rattlesnake heard rattling. 6 neonates seen. Mother was defensive and crawled out toward me while I was admiring her offspring. Which crawled to her and eventually out of sight.,,
Great Basin Rattlesnake,7/8/2020,active search,NS,alive,no,84,0,0,no, ,0,0,unknown,adult,no,,,no,no,Found next to male 502. He never moved or rattled while this snake was captured.,,
Great Basin Rattlesnake,7/8/2020,active search,NS,alive,no,84,0,0,yes,3D6.1533C7010E,0,63,female,adult,yes,,,no,no,Found next to male 502. At 3 pm.,,
Great Basin Rattlesnake,8/13/2021,reported,BP,alive,no,84,0,0,no, , , ,unknown,adult,no,0,0,no,no, ,,
Great Basin Rattlesnake,6/2/2020,active search,NS,alive,no,83,0,0,yes,3D6.1D59ABD20D,257,59,female,adults,no,,,no,no,Two snakes seen retreating under large rocks. I heard the rattling before seeing. Caught both the larger snake is 792.,,
Great Basin Rattlesnake,4/29/2020,active search, ,alive,no,82,0,0,no, ,0,0,unknown,juv,no,,,no,no,Same snake as seen yesterday under the same rock. Head was exposed today basking on south side of the large rock.,,
Great Basin Rattlesnake,8/20/2020,incidental,NS,dead,yes,82,0,0,no, ,0,0,unknown,unknown,no,,,no,no,Still twitching freshly hit.,,
Great Basin Rattlesnake,9/13/2023 20:32,reported,TS,alive,no,82,0,0,yes,3D9.1A4FD212BB,246,72.1,female,adult,no,17,5,no,no,"4.2 tail 67.9svl  5 follicles, 10.9mm rattle width, Reported by UCC crew in small wash off side of road. Rattled heavily, captured for processing",,
Great Basin Rattlesnake,8/26/2021,active search,BP,alive,no,81,0,0,no, , , ,unknown,neonate,no,0,0,no,no, ,,
Great Basin Rattlesnake,8/26/2021,active search,BP,alive,no,81,0,0,yes,3D6.1533E8C138,8,19.5,unknown,neonate,no,27,1,no,no, ,,
Great Basin Rattlesnake,7/13/2020,active search,NS,alive,no,79,0,0,yes,3D6.1533C7011A,429,86,male,adult,no,,,no,no,Snake was mating. When captured I did not notice the female. Hemipenes were out and a surprising amount of blood came out. Female looked familiar with broken rattle. Most likely same female as seen b4,,
Great Basin Rattlesnake,7/21/2021,incidental,BP,alive,no,79,0,0,no, , , ,unknown,adult,no,0,0,no,no, ,,
Great Basin Rattlesnake,8/9/2021,incidental,BP,alive,no,79,0,0,no, , , ,unknown,neonate,no,0,0,no,no, ,,
Great Basin Rattlesnake,8/9/2021,incidental,BP,alive,no,79,0,0,no, , , ,unknown,neonate,no,0,0,no,no, ,,
Great Basin Rattlesnake,7/13/2021,active search,BP,alive,no,79,0,0,yes,3D9.1A4FA106DD,217,70.5,male,adult,no,24,11,no,no,Button present.,,
Great Basin Rattlesnake,7/13/2021,active search,BP,alive,no,79,0,0,yes,3D91A4FA10709,195,67,female,adult,yes,19,5,no,no,Large follicles developed/ gravid. Caught in April during den surveys at new shoot house den,,
Great Basin Rattlesnake,7/13/2021,active search,BP,alive,no,79,0,0,yes,3D9.1A4FA106E0,337,82.5,male,adult,no,24,5,no,yes,Found under same rock as another female snake. Probably mating,,
Great Basin Rattlesnake,6/1/2020,active search,NGS,alive,no,78,0,0,no, ,0,0,unknown,juv,no,,,no,no,I believe I have seen this snake under this rock before. Pieces of shed skin found along the rock looks to be old. Snake found stretched out under the shade of the rock retreated and briefly rattled.,,
Great Basin Rattlesnake,5/27/2020,active search,NGS,alive,no,78,0,0,no, ,0,0,unknown,juv,no,,,no,no,Snake was heard before seen. Retreated underneath a large rock.,,
Great Basin Rattlesnake,7/14/2020,active search,NS,alive,no,78,0,0,yes,3D6.1533C700F6,178,66,male,adult,no,26,10,no,no,Two males observed engaged in combat. Both had heads elevated approximately 8 inches off the ground and at times were intertwined. Larger male chased smaller snake off.10 rattles. 26 subcaudals.,,
Great Basin Rattlesnake,9/30/2020,incidental,Cf,alive,no,78,0,0,no, ,0,0,unknown,neonate,no,,,no,no,Basking in rocks.,,
Great Basin Rattlesnake,8/25/2021,incidental,BP,alive,no,77,0,0,no, , , ,unknown,neonate,no,0,0,no,no, ,,
Great Basin Rattlesnake,8/25/2021,incidental,BP,alive,no,77,0,0,no, , , ,unknown,neonate,no,0,0,no,no, ,,
Great Basin Rattlesnake,8/25/2021,incidental,BP,alive,no,77,0,0,no, , , ,unknown,neonate,no,0,0,no,no, ,,
Great Basin Rattlesnake,5/27/2020,active search,NGS,alive,no,76,0,0,yes,3D6.1D59ABD218,131,55,female,juv,no,,,no,no,Almost stepped on snake in grass 2 ft high near sage and small overhanging rock. Snake rattled on approach.,,
Great Basin Rattlesnake,7/22/2020,active search,NS,alive,no,76,0,0,yes,3D6.1533C700DC,487,90,male,adult,no,23,0,no,no,no rattle. 23 subcaudals.,,
Great Basin Rattlesnake,6/26/2020,driving,cf,alive,no,76,0,0,no, ,0,0,unknown,unknown,no,,,no,no,crossing road. captured,,
Great Basin Rattlesnake,5/28/2020,incidental,NGS,alive,no,76,0,0,no, ,0,0,unknown,adult,no,,,no,no,Snake found crawling off the edge of the road.,,
Great Basin Rattlesnake,6/1/2020,incidental,NS,alive,no,76,0,0,no, ,0,0,unknown,juv,no,,,no,no,Snake found basking on the road.,,
Great Basin Rattlesnake,5/28/2020,active search,NGS,alive,no,75,0,0,no, ,0,0,unknown,juv,no,,,no,no,Snake retreated under large boulder. I got a quick glance and the snake appeared smaller than typical.,,
Great Basin Rattlesnake,9/22/2021,active search,BP,alive,no,75,0,0,yes,3D9.1A4FA105F2,277,76.3,male,adult,no,23,8,no,yes, ,,
Great Basin Rattlesnake,5/28/2020,active search,NGS,alive,no,73,0,0,no, ,0,0,unknown,adult,no,,,no,no,Snake found basking exposed under a large shelf rock.,,
Great Basin Rattlesnake,5/28/2020,active search,NGS,alive,no,73,0,0,yes,3D6.1D59ABD1F3,218,64,female,adults,no,,,no,no,Two Female snakes observed within 1 ft from one another basking in loose small rocks on the perimeter of one large 4x4 ft Boulder one snakes head was exposed under a shelf rock. The other snake never,,
Great Basin Rattlesnake,5/28/2020,active search,NS,alive,no,73,0,0,yes,3D6.1D59ABD206,0,0,female,adult,no,,,no,no,Two Female snakes observed within 1 ft from one another basking in loose small rocks on the perimeter of one large 4x4 ft Boulder one snakes head was exposed under a shelf rock. The other snake never,,
Great Basin Rattlesnake,10/4/2022,active search,Cf,alive,no,73,0,0,yes,3D6.1533E8C112,15,26.7,female,neonate,no,20,1,no,no,Total length 28.5. Tail 1.8. Painted bottom rattle tan,,
Great Basin Rattlesnake,6/7/2022,cover board,Grainne,alive,no,73,0,0,yes,3D9.1A4FA10683,159,54.1,male,juv,no,21,6,no,yes,Found under cover board. Very aggressive. Button present. 58.6 total length. 4.5 tail length.,,
Great Basin Rattlesnake,9/10/2021,active search,BP,alive,no,72,0,0,yes,3D6.1533E8C133,22,34.9,male,juv,no,22,3,no,no,total length 34.9 tail 2.5 SVL 32.4  button present. painted bottom rattle segnment green,,
Great Basin Rattlesnake,6/30/2021,incidental,BP,alive,no,72,0,0,yes,3D6.1D59ABD20B,274,63.9,female,adult,yes,17,8,yes,no,Capture of 830. Transmitter dead,,
Great Basin Rattlesnake,6/30/2021,incidental,BP,alive,no,72,0,0,yes,3D9.1A4FA106C7,405,80.1,female,adult,no,19,7,no,yes,Developing follicles,,
Great Basin Rattlesnake,5/12/2020,active search,cf,alive,no,71,0,0,no, ,0,0,unknown,adult,no,,,no,no,escaped capture,,
Great Basin Rattlesnake,8/17/2023 13:42,incidental,TS,alive,no,71,0,0,yes,3D9.1A4FD21289,459,86.6,male,adult,no,26,6,no,no,"Under lip of rock. Found by liz 94.1 total, 7.5 tail",,
Great Basin Rattlesnake,8/17/2023 13:41,incidental,TS,alive,no,71,0,0,yes,3D9.1A4FD212B8,308,71.5,female,adult,no,21,10,no,no,"Under lip of rock, found by liz. 7 ish developing follicles. 76.2 total. 4.7 tail",,
Great Basin Rattlesnake,9/1/2020,active search,NS,alive,no,70,0,0,no, ,0,0,unknown,neonate,no,,,no,no,Stretched out basking along the edge of 672 ‘s favored rock. 6 inches long at the most. Slide under rock before I could get a photo.,,
Great Basin Rattlesnake,10/19/2020,incidental,cf,alive,no,70,0,0,no, ,0,0,unknown,neonate,no,,,no,no,out basking. retreated into den rocks as soon as seen.,,
Great Basin Rattlesnake,5/20/2021,driving,BP,alive,no,70,0,0,yes,3D9.1A4FA10695,242,68,male,adult,no,22,10,yes,yes,transmittered snake 881. SFD 52-13,,
Great Basin Rattlesnake,10/16/2023 19:47,driving,cf,alive,no,69,0,0,no,,,,unknown,neonate,no,0,0,no,no,crossing road headed south ,,
Great Basin Rattlesnake,9/23/2021,active search,BP,alive,no,68,0,0,no, , , ,unknown,unknown,no,0,0,no,no, ,,
Great Basin Rattlesnake,9/23/2021,active search,BP,alive,no,68,0,0,no, , , ,unknown,adult,no,0,0,no,no, ,,
Great Basin Rattlesnake,9/23/2021,active search,BP,alive,no,68,0,0,no, , , ,unknown,neonate,no,0,0,no,no, ,,
Great Basin Rattlesnake,8/20/2021,incidental,BP,alive,no,68,0,0,no, , , ,unknown,neonate,no,0,0,no,no, ,,
Great Basin Rattlesnake,8/20/2021,incidental,BP,alive,no,68,0,0,no, , , ,unknown,neonate,no,0,0,no,no, ,,
Great Basin Rattlesnake,6/11/2020,active search,NS,alive,no,67,0,0,no, ,0,0,unknown,adult,no,,,no,no,Snake observed basking in a tight coil along the edge of a boulder. Tried to capture. Got it by the tail with the tongs. It escaped.,,
Great Basin Rattlesnake,10/5/2021,incidental,cf,alive,no,67,0,0,no, , , ,unknown,neonate,no,0,0,no,no, ,,
Great Basin Rattlesnake,5/17/2021,incidental,BP,alive,no,66,0,0,no, ,0, ,unknown,unknown,no,0,0,no,no, ,,
Great Basin Rattlesnake,6/5/2023 14:46,driving,TS,dead,yes,66,0,0,no,,,,unknown,adult,no,0,0,no,no,"Very large dead adult on road. Extremely bad condition, not collected. ",,
Great Basin Rattlesnake,9/5/2023 17:16,incidental,Cf,alive,no,65,0,0,no,,,,unknown,unknown,no,0,0,no,no,An adult and lots of neonates under same rock as telemetry snake 148680. Captured as many as could. ,,
Great Basin Rattlesnake,9/5/2023 17:23,incidental,Cf,alive,no,65,0,0,no,,,,unknown,unknown,no,0,0,no,no,An adult and lots of neonates out basking. Captured adults and had to go back and get bucket for neonates ,,
Great Basin Rattlesnake,6/16/2020,active search,NS,alive,no,64,0,0,yes,3D6.1D59ABD1DC,234,56,female,adult,no,,,no,no,Two snakes observed. As larger snake was captured and rattled another snake was heard 3 m away.,,
Great Basin Rattlesnake,9/29/2021,active search,BP,alive,no,64,0,0,no, , , ,unknown,juv,no,0,0,no,no, ,,
Great Basin Rattlesnake,8/24/2023 13:37,incidental,Liz Bergin,alive,no,64,0,0,no,,,,unknown,juv,no,0,0,no,no,,,
Great Basin Rattlesnake,8/20/2021,incidental,BP,alive,no,63,0,0,no, , , ,unknown,neonate,no,0,0,no,no, ,,
Great Basin Rattlesnake,5/14/2020,active search,cf,alive,no,62,0,0,no, ,0,0,unknown,unknown,no,,,no,no,escaped into rocks,,
Great Basin Rattlesnake,10/5/2023 19:50,driving,cf,dead,yes,61,0,0,no,,,,unknown,YOY,no,0,3,no,no,scanned for pit. not present. ,,
Great Basin Rattlesnake,5/13/2020,active search,cf,alive,no,60,0,0,no, ,0,0,unknown,juv,no,,,no,no, ,,
Great Basin Rattlesnake,5/31/2022,driving,Cf,alive,no,60,0,0,yes,3D9.1A4FA106F7,581,84,male,adult,no,23,6,no,yes,Crossing road headed north. Tail 7.3.cm. Total 91.3cm,,
Great Basin Rattlesnake,6/18/2020,incidental,NS,dead,yes,57,0,0,no, ,0,0,unknown,adult,no,,,no,no,DOR,,
Great Basin Rattlesnake,6/18/2020,active search,NS,alive,no,56,0,0,yes,3D6.1D59ABD211,271,70,male,adult,no,,,no,no,One male snake was basking with 612. Another smaller female snake was found 2 mnorth. The small female weighed 180 g 59 cm svl pit tag# 3D6.1D59ABD20B,,
Great Basin Rattlesnake,5/31/2022,active search,Cf,alive,no,55,0,0,yes,3D9.1A4FA106B3,290,67.8,female,adult,no,20,7,no,yes,72.4cm total length. 4.6cm tail length. Slightly smaller and more tapered rattle compared to other one. No button. Painted bottom rattle green. Pregnant. 7 developing follicles. Recent meal,,
Great Basin Rattlesnake,5/31/2022,active search,Cf,alive,no,55,0,0,yes,3D6.1533C70129,288,74.3,female,adult,yes,17,5,no,no,Not pregnant. 78.3 total length 4cm tail length. Pregnant next year. 3 developing folicles,,
Great Basin Rattlesnake,10/28/2020,incidental,cf,alive,no,53,0,0,no, ,0,0,unknown,unknown,no,,,no,no,basking outside den enteeence. retreated into den when seen.,,
Great Basin Rattlesnake,4/13/2021 19:28,DenCheck,Cf je,alive,no,0,0,0,yes,3D9.1A4FA10709,221,66.9,female,Adult,no,19,7,yes,yes,Pregnant female,,
